pair_id,jaccard
0,1.0
1,0.8823529411764706
2,1.0
3,0.8823529411764706
4,0.8823529411764706
5,1.0
6,0.8823529411764706
7,0.8823529411764706
8,0.8823529411764706
9,1.0
10,1.0
11,1.0
12,1.0
13,0.8823529411764706
14,0.8823529411764706
15,1.0
16,1.0
17,1.0
18,1.0
19,0.8823529411764706
20,0.8823529411764706
21,0.8823529411764706
22,0.8823529411764706
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,0.8823529411764706
30,1.0
31,0.8823529411764706
32,0.8823529411764706
33,1.0
34,0.8823529411764706
35,0.8823529411764706
36,0.8823529411764706
37,1.0
38,1.0
39,1.0
40,1.0
41,0.8823529411764706
42,0.8823529411764706
43,1.0
44,1.0
45,1.0
46,1.0
47,0.8823529411764706
48,0.8823529411764706
49,0.8823529411764706
50,0.8823529411764706
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,0.8823529411764706
58,0.8823529411764706
59,0.8823529411764706
60,0.8823529411764706
61,0.8823529411764706
62,0.8823529411764706
63,0.7777777777777778
64,0.8823529411764706
65,0.8823529411764706
66,0.8823529411764706
67,0.8823529411764706
68,0.8823529411764706
69,0.8823529411764706
70,0.8823529411764706
71,0.8823529411764706
72,0.8823529411764706
73,0.8823529411764706
74,0.8823529411764706
75,0.8823529411764706
76,0.7777777777777778
77,0.8823529411764706
78,0.8823529411764706
79,0.8823529411764706
80,0.8823529411764706
81,0.8823529411764706
82,0.8823529411764706
83,0.8823529411764706
84,0.8823529411764706
85,0.8823529411764706
86,1.0
87,0.8823529411764706
88,0.8823529411764706
89,0.8823529411764706
90,1.0
91,1.0
92,1.0
93,1.0
94,0.8823529411764706
95,0.8823529411764706
96,1.0
97,1.0
98,1.0
99,1.0
100,0.8823529411764706
101,0.8823529411764706
102,0.8823529411764706
103,0.8823529411764706
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,0.8823529411764706
112,1.0
113,1.0
114,0.8823529411764706
115,0.8823529411764706
116,0.8823529411764706
117,0.8823529411764706
118,0.8823529411764706
119,1.0
120,1.0
121,0.8823529411764706
122,0.8823529411764706
123,0.8823529411764706
124,0.8823529411764706
125,1.0
126,1.0
127,0.8823529411764706
128,1.0
129,0.8823529411764706
130,0.8823529411764706
131,0.8823529411764706
132,0.8823529411764706
133,0.8823529411764706
134,0.8823529411764706
135,0.8823529411764706
136,1.0
137,1.0
138,0.8823529411764706
139,0.8823529411764706
140,0.8823529411764706
141,0.8823529411764706
142,0.8823529411764706
143,1.0
144,1.0
145,0.8823529411764706
146,0.8823529411764706
147,0.8823529411764706
148,0.8823529411764706
149,1.0
150,1.0
151,0.8823529411764706
152,1.0
153,0.8823529411764706
154,0.8823529411764706
155,0.8823529411764706
156,0.8823529411764706
157,0.8823529411764706
158,0.8823529411764706
159,0.8823529411764706
160,0.8823529411764706
161,0.8823529411764706
162,1.0
163,1.0
164,1.0
165,1.0
166,0.8823529411764706
167,0.8823529411764706
168,1.0
169,1.0
170,1.0
171,1.0
172,0.8823529411764706
173,0.8823529411764706
174,0.8823529411764706
175,0.8823529411764706
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,0.8823529411764706
184,0.8823529411764706
185,0.8823529411764706
186,0.8823529411764706
187,0.8823529411764706
188,1.0
189,1.0
190,0.8823529411764706
191,0.8823529411764706
192,0.8823529411764706
193,0.8823529411764706
194,1.0
195,1.0
196,0.8823529411764706
197,1.0
198,0.8823529411764706
199,0.8823529411764706
200,0.8823529411764706
201,0.8823529411764706
202,0.8823529411764706
203,0.8823529411764706
204,0.8823529411764706
205,0.8823529411764706
206,0.8823529411764706
207,0.8823529411764706
208,0.8823529411764706
209,1.0
210,1.0
211,0.8823529411764706
212,0.8823529411764706
213,0.8823529411764706
214,0.8823529411764706
215,1.0
216,1.0
217,0.8823529411764706
218,1.0
219,0.8823529411764706
220,0.8823529411764706
221,0.8823529411764706
222,0.8823529411764706
223,0.8823529411764706
224,0.8823529411764706
225,0.8823529411764706
226,0.8823529411764706
227,0.8823529411764706
228,0.8823529411764706
229,0.8823529411764706
230,0.8823529411764706
231,0.8823529411764706
232,0.8823529411764706
233,0.8823529411764706
234,0.8823529411764706
235,0.8823529411764706
236,0.8823529411764706
237,0.8823529411764706
238,0.8823529411764706
239,0.8823529411764706
240,0.8823529411764706
241,0.8823529411764706
242,0.8823529411764706
243,0.8823529411764706
244,0.8823529411764706
245,1.0
246,1.0
247,1.0
248,0.8823529411764706
249,0.8823529411764706
250,1.0
251,1.0
252,1.0
253,1.0
254,0.8823529411764706
255,0.8823529411764706
256,0.8823529411764706
257,0.8823529411764706
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,0.8823529411764706
267,0.8823529411764706
268,1.0
269,1.0
270,1.0
271,1.0
272,0.8823529411764706
273,0.8823529411764706
274,0.8823529411764706
275,0.8823529411764706
276,1.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,0.8823529411764706
284,0.8823529411764706
285,1.0
286,1.0
287,1.0
288,1.0
289,0.8823529411764706
290,0.8823529411764706
291,0.8823529411764706
292,0.8823529411764706
293,1.0
294,1.0
295,1.0
296,1.0
297,1.0
298,1.0
299,0.8823529411764706
300,0.8823529411764706
301,1.0
302,1.0
303,1.0
304,1.0
305,0.8823529411764706
306,0.8823529411764706
307,0.8823529411764706
308,0.8823529411764706
309,1.0
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,0.8823529411764706
317,0.8823529411764706
318,0.8823529411764706
319,0.8823529411764706
320,1.0
321,1.0
322,0.8823529411764706
323,1.0
324,0.8823529411764706
325,0.8823529411764706
326,0.8823529411764706
327,0.8823529411764706
328,0.8823529411764706
329,0.8823529411764706
330,0.8823529411764706
331,0.8823529411764706
332,0.8823529411764706
333,0.8823529411764706
334,1.0
335,1.0
336,0.8823529411764706
337,1.0
338,0.8823529411764706
339,0.8823529411764706
340,0.8823529411764706
341,0.8823529411764706
342,0.8823529411764706
343,0.8823529411764706
344,1.0
345,1.0
346,1.0
347,0.8823529411764706
348,0.8823529411764706
349,0.8823529411764706
350,0.8823529411764706
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,1.0
357,1.0
358,1.0
359,0.8823529411764706
360,0.8823529411764706
361,0.8823529411764706
362,0.8823529411764706
363,1.0
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,0.8823529411764706
371,0.8823529411764706
372,0.8823529411764706
373,0.8823529411764706
374,1.0
375,1.0
376,1.0
377,1.0
378,1.0
379,1.0
380,0.8823529411764706
381,0.8823529411764706
382,0.8823529411764706
383,0.8823529411764706
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,0.8823529411764706
392,1.0
393,0.8823529411764706
394,0.8823529411764706
395,0.8823529411764706
396,0.8823529411764706
397,0.8823529411764706
398,0.8823529411764706
399,0.8823529411764706
400,1.0
401,0.8823529411764706
402,0.8823529411764706
403,0.8823529411764706
404,0.8823529411764706
405,0.8823529411764706
406,0.8823529411764706
407,0.8823529411764706
408,0.8823529411764706
409,0.8823529411764706
410,0.8823529411764706
411,0.8823529411764706
412,0.8823529411764706
413,0.8823529411764706
414,0.8823529411764706
415,0.8823529411764706
416,0.8823529411764706
417,0.8823529411764706
418,0.8823529411764706
419,0.8823529411764706
420,1.0
421,1.0
422,1.0
423,1.0
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,1.0
432,1.0
433,1.0
434,1.0
